pair_id,radio,channel,slot,slot_width,freq_low_mhz,freq_high_mhz,label
1,wifi,0,0,NA,2402.000,2422.000,1 W-ch0
1,wifi,0,1,NA,2402.000,2422.000,1 W-ch0
1,wifi,0,13,NA,2402.000,2422.000,1 W-ch0
1,wifi,0,14,NA,2402.000,2422.000,1 W-ch0
1,wifi,0,15,NA,2402.000,2422.000,1 W-ch0
1,wifi,0,16,NA,2402.000,2422.000,1 W-ch0
1,wifi,0,17,NA,2402.000,2422.000,1 W-ch0
1,wifi,0,29,NA,2402.000,2422.000,1 W-ch0
1,wifi,0,30,NA,2402.000,2422.000,1 W-ch0
1,wifi,0,31,NA,2402.000,2422.000,1 W-ch0
1,wifi,0,32,NA,2402.000,2422.000,1 W-ch0
1,wifi,0,33,NA,2402.000,2422.000,1 W-ch0
1,wifi,0,45,NA,2402.000,2422.000,1 W-ch0
1,wifi,0,46,NA,2402.000,2422.000,1 W-ch0
1,wifi,0,47,NA,2402.000,2422.000,1 W-ch0
1,wifi,0,48,NA,2402.000,2422.000,1 W-ch0
1,wifi,0,49,NA,2402.000,2422.000,1 W-ch0
1,wifi,0,61,NA,2402.000,2422.000,1 W-ch0
1,wifi,0,62,NA,2402.000,2422.000,1 W-ch0
1,wifi,0,63,NA,2402.000,2422.000,1 W-ch0
2,ble,18,56,NA,2441.000,2443.000,2 B-ch18 ev0
2,ble,18,57,NA,2441.000,2443.000,2 B-ch18 ev0
2,ble,18,58,NA,2441.000,2443.000,2 B-ch18 ev0
2,ble,18,59,NA,2441.000,2443.000,2 B-ch18 ev0
3,ble,26,1,NA,2457.000,2459.000,3 B-ch26 ev0
3,ble,27,9,NA,2459.000,2461.000,3 B-ch27 ev1
3,ble,28,17,NA,2461.000,2463.000,3 B-ch28 ev2
3,ble,29,25,NA,2463.000,2465.000,3 B-ch29 ev3
3,ble,30,33,NA,2465.000,2467.000,3 B-ch30 ev4
3,ble,31,41,NA,2467.000,2469.000,3 B-ch31 ev5
3,ble,32,49,NA,2469.000,2471.000,3 B-ch32 ev6
3,ble,33,57,NA,2471.000,2473.000,3 B-ch33 ev7
4,ble,29,3,NA,2463.000,2465.000,4 B-ch29 ev0
4,ble,29,4,NA,2463.000,2465.000,4 B-ch29 ev0
4,ble,29,5,NA,2463.000,2465.000,4 B-ch29 ev0
4,ble,29,6,NA,2463.000,2465.000,4 B-ch29 ev0
4,ble,29,7,NA,2463.000,2465.000,4 B-ch29 ev0
4,ble,29,8,NA,2463.000,2465.000,4 B-ch29 ev0
4,ble,30,19,NA,2465.000,2467.000,4 B-ch30 ev1
4,ble,30,20,NA,2465.000,2467.000,4 B-ch30 ev1
4,ble,30,21,NA,2465.000,2467.000,4 B-ch30 ev1
4,ble,30,22,NA,2465.000,2467.000,4 B-ch30 ev1
4,ble,30,23,NA,2465.000,2467.000,4 B-ch30 ev1
4,ble,30,24,NA,2465.000,2467.000,4 B-ch30 ev1
4,ble,31,35,NA,2467.000,2469.000,4 B-ch31 ev2
4,ble,31,36,NA,2467.000,2469.000,4 B-ch31 ev2
4,ble,31,37,NA,2467.000,2469.000,4 B-ch31 ev2
4,ble,31,38,NA,2467.000,2469.000,4 B-ch31 ev2
4,ble,31,39,NA,2467.000,2469.000,4 B-ch31 ev2
4,ble,31,40,NA,2467.000,2469.000,4 B-ch31 ev2
4,ble,32,51,NA,2469.000,2471.000,4 B-ch32 ev3
4,ble,32,52,NA,2469.000,2471.000,4 B-ch32 ev3
4,ble,32,53,NA,2469.000,2471.000,4 B-ch32 ev3
4,ble,32,54,NA,2469.000,2471.000,4 B-ch32 ev3
4,ble,32,55,NA,2469.000,2471.000,4 B-ch32 ev3
4,ble,32,56,NA,2469.000,2471.000,4 B-ch32 ev3
5,ble,25,4,NA,2455.000,2457.000,5 B-ch25 ev0
5,ble,25,5,NA,2455.000,2457.000,5 B-ch25 ev0
5,ble,25,6,NA,2455.000,2457.000,5 B-ch25 ev0
5,ble,25,7,NA,2455.000,2457.000,5 B-ch25 ev0
6,ble,15,2,NA,2435.000,2437.000,6 B-ch15 ev0
6,ble,20,34,NA,2445.000,2447.000,6 B-ch20 ev1
7,ble,28,3,NA,2461.000,2463.000,7 B-ch28 ev0
7,ble,28,4,NA,2461.000,2463.000,7 B-ch28 ev0
7,ble,0,35,NA,2403.000,2405.000,7 B-ch0 ev1
7,ble,0,36,NA,2403.000,2405.000,7 B-ch0 ev1
8,ble,32,1,NA,2469.000,2471.000,8 B-ch32 ev0
8,ble,32,2,NA,2469.000,2471.000,8 B-ch32 ev0
8,ble,32,3,NA,2469.000,2471.000,8 B-ch32 ev0
8,ble,33,17,NA,2471.000,2473.000,8 B-ch33 ev1
8,ble,33,18,NA,2471.000,2473.000,8 B-ch33 ev1
8,ble,33,19,NA,2471.000,2473.000,8 B-ch33 ev1
8,ble,34,33,NA,2473.000,2475.000,8 B-ch34 ev2
8,ble,34,34,NA,2473.000,2475.000,8 B-ch34 ev2
8,ble,34,35,NA,2473.000,2475.000,8 B-ch34 ev2
8,ble,35,49,NA,2475.000,2477.000,8 B-ch35 ev3
8,ble,35,50,NA,2475.000,2477.000,8 B-ch35 ev3
8,ble,35,51,NA,2475.000,2477.000,8 B-ch35 ev3
9,ble,25,17,NA,2455.000,2457.000,9 B-ch25 ev0
9,ble,25,18,NA,2455.000,2457.000,9 B-ch25 ev0
9,ble,25,19,NA,2455.000,2457.000,9 B-ch25 ev0
9,ble,25,20,NA,2455.000,2457.000,9 B-ch25 ev0
10,ble,24,5,NA,2453.000,2455.000,10 B-ch24 ev0
10,ble,24,6,NA,2453.000,2455.000,10 B-ch24 ev0
10,ble,24,7,NA,2453.000,2455.000,10 B-ch24 ev0
10,ble,25,21,NA,2455.000,2457.000,10 B-ch25 ev1
10,ble,25,22,NA,2455.000,2457.000,10 B-ch25 ev1
10,ble,25,23,NA,2455.000,2457.000,10 B-ch25 ev1
10,ble,26,37,NA,2457.000,2459.000,10 B-ch26 ev2
10,ble,26,38,NA,2457.000,2459.000,10 B-ch26 ev2
10,ble,26,39,NA,2457.000,2459.000,10 B-ch26 ev2
10,ble,27,53,NA,2459.000,2461.000,10 B-ch27 ev3
10,ble,27,54,NA,2459.000,2461.000,10 B-ch27 ev3
10,ble,27,55,NA,2459.000,2461.000,10 B-ch27 ev3
11,ble,21,5,NA,2447.000,2449.000,11 B-ch21 ev0
12,ble,29,9,NA,2463.000,2465.000,12 B-ch29 ev0
12,ble,29,10,NA,2463.000,2465.000,12 B-ch29 ev0
12,ble,1,41,NA,2405.000,2407.000,12 B-ch1 ev1
12,ble,1,42,NA,2405.000,2407.000,12 B-ch1 ev1
13,ble,26,31,NA,2457.000,2459.000,13 B-ch26 ev0
13,ble,26,32,NA,2457.000,2459.000,13 B-ch26 ev0
13,ble,26,33,NA,2457.000,2459.000,13 B-ch26 ev0
13,ble,31,63,NA,2467.000,2469.000,13 B-ch31 ev1
13,ble,31,0,NA,2467.000,2469.000,13 B-ch31 ev1
13,ble,31,1,NA,2467.000,2469.000,13 B-ch31 ev1
14,ble,24,39,NA,2453.000,2455.000,14 B-ch24 ev0
14,ble,24,40,NA,2453.000,2455.000,14 B-ch24 ev0
14,ble,24,41,NA,2453.000,2455.000,14 B-ch24 ev0
14,ble,24,42,NA,2453.000,2455.000,14 B-ch24 ev0
14,ble,24,43,NA,2453.000,2455.000,14 B-ch24 ev0
14,ble,24,44,NA,2453.000,2455.000,14 B-ch24 ev0
15,ble,27,3,NA,2459.000,2461.000,15 B-ch27 ev0
15,ble,27,4,NA,2459.000,2461.000,15 B-ch27 ev0
15,ble,27,5,NA,2459.000,2461.000,15 B-ch27 ev0
15,ble,27,6,NA,2459.000,2461.000,15 B-ch27 ev0
15,ble,27,7,NA,2459.000,2461.000,15 B-ch27 ev0
16,ble,8,2,NA,2419.000,2421.000,16 B-ch8 ev0
16,ble,8,3,NA,2419.000,2421.000,16 B-ch8 ev0
16,ble,8,4,NA,2419.000,2421.000,16 B-ch8 ev0
16,ble,8,5,NA,2419.000,2421.000,16 B-ch8 ev0
16,ble,9,34,NA,2421.000,2423.000,16 B-ch9 ev1
16,ble,9,35,NA,2421.000,2423.000,16 B-ch9 ev1
16,ble,9,36,NA,2421.000,2423.000,16 B-ch9 ev1
16,ble,9,37,NA,2421.000,2423.000,16 B-ch9 ev1
19,ble,29,2,NA,2463.000,2465.000,19 B-ch29 ev0
19,ble,1,18,NA,2405.000,2407.000,19 B-ch1 ev1
19,ble,10,34,NA,2423.000,2425.000,19 B-ch10 ev2
19,ble,19,50,NA,2443.000,2445.000,19 B-ch19 ev3
20,ble,28,5,NA,2461.000,2463.000,20 B-ch28 ev0
20,ble,28,6,NA,2461.000,2463.000,20 B-ch28 ev0
20,ble,28,7,NA,2461.000,2463.000,20 B-ch28 ev0
20,ble,28,8,NA,2461.000,2463.000,20 B-ch28 ev0
20,ble,28,9,NA,2461.000,2463.000,20 B-ch28 ev0
20,ble,28,10,NA,2461.000,2463.000,20 B-ch28 ev0
20,ble,33,37,NA,2471.000,2473.000,20 B-ch33 ev1
20,ble,33,38,NA,2471.000,2473.000,20 B-ch33 ev1
20,ble,33,39,NA,2471.000,2473.000,20 B-ch33 ev1
20,ble,33,40,NA,2471.000,2473.000,20 B-ch33 ev1
20,ble,33,41,NA,2471.000,2473.000,20 B-ch33 ev1
20,ble,33,42,NA,2471.000,2473.000,20 B-ch33 ev1
23,ble,36,18,NA,2477.000,2479.000,23 B-ch36 ev0
23,ble,36,19,NA,2477.000,2479.000,23 B-ch36 ev0
23,ble,36,20,NA,2477.000,2479.000,23 B-ch36 ev0
23,ble,8,50,NA,2419.000,2421.000,23 B-ch8 ev1
23,ble,8,51,NA,2419.000,2421.000,23 B-ch8 ev1
23,ble,8,52,NA,2419.000,2421.000,23 B-ch8 ev1
25,wifi,5,12,NA,2427.000,2447.000,25 W-ch5
25,wifi,5,13,NA,2427.000,2447.000,25 W-ch5
25,wifi,5,14,NA,2427.000,2447.000,25 W-ch5
25,wifi,5,15,NA,2427.000,2447.000,25 W-ch5
25,wifi,5,16,NA,2427.000,2447.000,25 W-ch5
25,wifi,5,44,NA,2427.000,2447.000,25 W-ch5
25,wifi,5,45,NA,2427.000,2447.000,25 W-ch5
25,wifi,5,46,NA,2427.000,2447.000,25 W-ch5
25,wifi,5,47,NA,2427.000,2447.000,25 W-ch5
25,wifi,5,48,NA,2427.000,2447.000,25 W-ch5
26,ble,25,8,NA,2455.000,2457.000,26 B-ch25 ev0
26,ble,25,9,NA,2455.000,2457.000,26 B-ch25 ev0
26,ble,25,10,NA,2455.000,2457.000,26 B-ch25 ev0
26,ble,25,11,NA,2455.000,2457.000,26 B-ch25 ev0
26,ble,25,12,NA,2455.000,2457.000,26 B-ch25 ev0
26,ble,25,13,NA,2455.000,2457.000,26 B-ch25 ev0
26,ble,26,24,NA,2457.000,2459.000,26 B-ch26 ev1
26,ble,26,25,NA,2457.000,2459.000,26 B-ch26 ev1
26,ble,26,26,NA,2457.000,2459.000,26 B-ch26 ev1
26,ble,26,27,NA,2457.000,2459.000,26 B-ch26 ev1
26,ble,26,28,NA,2457.000,2459.000,26 B-ch26 ev1
26,ble,26,29,NA,2457.000,2459.000,26 B-ch26 ev1
26,ble,27,40,NA,2459.000,2461.000,26 B-ch27 ev2
26,ble,27,41,NA,2459.000,2461.000,26 B-ch27 ev2
26,ble,27,42,NA,2459.000,2461.000,26 B-ch27 ev2
26,ble,27,43,NA,2459.000,2461.000,26 B-ch27 ev2
26,ble,27,44,NA,2459.000,2461.000,26 B-ch27 ev2
26,ble,27,45,NA,2459.000,2461.000,26 B-ch27 ev2
26,ble,28,56,NA,2461.000,2463.000,26 B-ch28 ev3
26,ble,28,57,NA,2461.000,2463.000,26 B-ch28 ev3
26,ble,28,58,NA,2461.000,2463.000,26 B-ch28 ev3
26,ble,28,59,NA,2461.000,2463.000,26 B-ch28 ev3
26,ble,28,60,NA,2461.000,2463.000,26 B-ch28 ev3
26,ble,28,61,NA,2461.000,2463.000,26 B-ch28 ev3
27,ble,27,10,NA,2459.000,2461.000,27 B-ch27 ev0
27,ble,27,11,NA,2459.000,2461.000,27 B-ch27 ev0
27,ble,27,12,NA,2459.000,2461.000,27 B-ch27 ev0
27,ble,27,13,NA,2459.000,2461.000,27 B-ch27 ev0
27,ble,27,14,NA,2459.000,2461.000,27 B-ch27 ev0
28,ble,31,2,NA,2467.000,2469.000,28 B-ch31 ev0
28,ble,3,18,NA,2409.000,2411.000,28 B-ch3 ev1
28,ble,12,34,NA,2429.000,2431.000,28 B-ch12 ev2
28,ble,21,50,NA,2447.000,2449.000,28 B-ch21 ev3
29,ble,23,4,NA,2451.000,2453.000,29 B-ch23 ev0
29,ble,23,5,NA,2451.000,2453.000,29 B-ch23 ev0
29,ble,23,6,NA,2451.000,2453.000,29 B-ch23 ev0
29,ble,23,7,NA,2451.000,2453.000,29 B-ch23 ev0
29,ble,23,8,NA,2451.000,2453.000,29 B-ch23 ev0
30,ble,29,31,NA,2463.000,2465.000,30 B-ch29 ev0
30,ble,29,32,NA,2463.000,2465.000,30 B-ch29 ev0
30,ble,29,33,NA,2463.000,2465.000,30 B-ch29 ev0
30,ble,30,63,NA,2465.000,2467.000,30 B-ch30 ev1
30,ble,30,0,NA,2465.000,2467.000,30 B-ch30 ev1
30,ble,30,1,NA,2465.000,2467.000,30 B-ch30 ev1
32,ble,14,2,NA,2433.000,2435.000,32 B-ch14 ev0
32,ble,14,3,NA,2433.000,2435.000,32 B-ch14 ev0
32,ble,19,18,NA,2443.000,2445.000,32 B-ch19 ev1
32,ble,19,19,NA,2443.000,2445.000,32 B-ch19 ev1
32,ble,24,34,NA,2453.000,2455.000,32 B-ch24 ev2
32,ble,24,35,NA,2453.000,2455.000,32 B-ch24 ev2
32,ble,29,50,NA,2463.000,2465.000,32 B-ch29 ev3
32,ble,29,51,NA,2463.000,2465.000,32 B-ch29 ev3
33,ble,34,2,NA,2473.000,2475.000,33 B-ch34 ev0
33,ble,34,3,NA,2473.000,2475.000,33 B-ch34 ev0
33,ble,34,4,NA,2473.000,2475.000,33 B-ch34 ev0
33,ble,34,5,NA,2473.000,2475.000,33 B-ch34 ev0
33,ble,35,18,NA,2475.000,2477.000,33 B-ch35 ev1
33,ble,35,19,NA,2475.000,2477.000,33 B-ch35 ev1
33,ble,35,20,NA,2475.000,2477.000,33 B-ch35 ev1
33,ble,35,21,NA,2475.000,2477.000,33 B-ch35 ev1
33,ble,36,34,NA,2477.000,2479.000,33 B-ch36 ev2
33,ble,36,35,NA,2477.000,2479.000,33 B-ch36 ev2
33,ble,36,36,NA,2477.000,2479.000,33 B-ch36 ev2
33,ble,36,37,NA,2477.000,2479.000,33 B-ch36 ev2
33,ble,0,50,NA,2403.000,2405.000,33 B-ch0 ev3
33,ble,0,51,NA,2403.000,2405.000,33 B-ch0 ev3
33,ble,0,52,NA,2403.000,2405.000,33 B-ch0 ev3
33,ble,0,53,NA,2403.000,2405.000,33 B-ch0 ev3
35,ble,3,3,NA,2409.000,2411.000,35 B-ch3 ev0
35,ble,3,4,NA,2409.000,2411.000,35 B-ch3 ev0
35,ble,3,5,NA,2409.000,2411.000,35 B-ch3 ev0
35,ble,3,6,NA,2409.000,2411.000,35 B-ch3 ev0
35,ble,3,7,NA,2409.000,2411.000,35 B-ch3 ev0
36,ble,35,2,NA,2475.000,2477.000,36 B-ch35 ev0
36,ble,35,3,NA,2475.000,2477.000,36 B-ch35 ev0
36,ble,3,10,NA,2409.000,2411.000,36 B-ch3 ev1
36,ble,3,11,NA,2409.000,2411.000,36 B-ch3 ev1
36,ble,8,18,NA,2419.000,2421.000,36 B-ch8 ev2
36,ble,8,19,NA,2419.000,2421.000,36 B-ch8 ev2
36,ble,13,26,NA,2431.000,2433.000,36 B-ch13 ev3
36,ble,13,27,NA,2431.000,2433.000,36 B-ch13 ev3
36,ble,18,34,NA,2441.000,2443.000,36 B-ch18 ev4
36,ble,18,35,NA,2441.000,2443.000,36 B-ch18 ev4
36,ble,23,42,NA,2451.000,2453.000,36 B-ch23 ev5
36,ble,23,43,NA,2451.000,2453.000,36 B-ch23 ev5
36,ble,28,50,NA,2461.000,2463.000,36 B-ch28 ev6
36,ble,28,51,NA,2461.000,2463.000,36 B-ch28 ev6
36,ble,33,58,NA,2471.000,2473.000,36 B-ch33 ev7
36,ble,33,59,NA,2471.000,2473.000,36 B-ch33 ev7
37,ble,9,19,NA,2421.000,2423.000,37 B-ch9 ev0
37,ble,9,20,NA,2421.000,2423.000,37 B-ch9 ev0
37,ble,9,21,NA,2421.000,2423.000,37 B-ch9 ev0
37,ble,18,51,NA,2441.000,2443.000,37 B-ch18 ev1
37,ble,18,52,NA,2441.000,2443.000,37 B-ch18 ev1
37,ble,18,53,NA,2441.000,2443.000,37 B-ch18 ev1
38,ble,21,17,NA,2447.000,2449.000,38 B-ch21 ev0
38,ble,21,18,NA,2447.000,2449.000,38 B-ch21 ev0
38,ble,21,19,NA,2447.000,2449.000,38 B-ch21 ev0
38,ble,21,20,NA,2447.000,2449.000,38 B-ch21 ev0
38,ble,21,21,NA,2447.000,2449.000,38 B-ch21 ev0
38,ble,21,22,NA,2447.000,2449.000,38 B-ch21 ev0
39,ble,26,11,NA,2457.000,2459.000,39 B-ch26 ev0
39,ble,26,12,NA,2457.000,2459.000,39 B-ch26 ev0
39,ble,26,13,NA,2457.000,2459.000,39 B-ch26 ev0
39,ble,26,14,NA,2457.000,2459.000,39 B-ch26 ev0
39,ble,26,15,NA,2457.000,2459.000,39 B-ch26 ev0
39,ble,26,16,NA,2457.000,2459.000,39 B-ch26 ev0
39,ble,27,27,NA,2459.000,2461.000,39 B-ch27 ev1
39,ble,27,28,NA,2459.000,2461.000,39 B-ch27 ev1
39,ble,27,29,NA,2459.000,2461.000,39 B-ch27 ev1
39,ble,27,30,NA,2459.000,2461.000,39 B-ch27 ev1
39,ble,27,31,NA,2459.000,2461.000,39 B-ch27 ev1
39,ble,27,32,NA,2459.000,2461.000,39 B-ch27 ev1
39,ble,28,43,NA,2461.000,2463.000,39 B-ch28 ev2
39,ble,28,44,NA,2461.000,2463.000,39 B-ch28 ev2
39,ble,28,45,NA,2461.000,2463.000,39 B-ch28 ev2
39,ble,28,46,NA,2461.000,2463.000,39 B-ch28 ev2
39,ble,28,47,NA,2461.000,2463.000,39 B-ch28 ev2
39,ble,28,48,NA,2461.000,2463.000,39 B-ch28 ev2
39,ble,29,59,NA,2463.000,2465.000,39 B-ch29 ev3
39,ble,29,60,NA,2463.000,2465.000,39 B-ch29 ev3
39,ble,29,61,NA,2463.000,2465.000,39 B-ch29 ev3
39,ble,29,62,NA,2463.000,2465.000,39 B-ch29 ev3
39,ble,29,63,NA,2463.000,2465.000,39 B-ch29 ev3
39,ble,29,0,NA,2463.000,2465.000,39 B-ch29 ev3
40,wifi,5,4,NA,2427.000,2447.000,40 W-ch5
40,wifi,5,5,NA,2427.000,2447.000,40 W-ch5
40,wifi,5,6,NA,2427.000,2447.000,40 W-ch5
40,wifi,5,7,NA,2427.000,2447.000,40 W-ch5
40,wifi,5,8,NA,2427.000,2447.000,40 W-ch5
40,wifi,5,9,NA,2427.000,2447.000,40 W-ch5
40,wifi,5,10,NA,2427.000,2447.000,40 W-ch5
40,wifi,5,11,NA,2427.000,2447.000,40 W-ch5
40,wifi,5,36,NA,2427.000,2447.000,40 W-ch5
40,wifi,5,37,NA,2427.000,2447.000,40 W-ch5
40,wifi,5,38,NA,2427.000,2447.000,40 W-ch5
40,wifi,5,39,NA,2427.000,2447.000,40 W-ch5
40,wifi,5,40,NA,2427.000,2447.000,40 W-ch5
40,wifi,5,41,NA,2427.000,2447.000,40 W-ch5
40,wifi,5,42,NA,2427.000,2447.000,40 W-ch5
40,wifi,5,43,NA,2427.000,2447.000,40 W-ch5
41,ble,30,10,NA,2465.000,2467.000,41 B-ch30 ev0
41,ble,30,11,NA,2465.000,2467.000,41 B-ch30 ev0
41,ble,30,12,NA,2465.000,2467.000,41 B-ch30 ev0
41,ble,30,13,NA,2465.000,2467.000,41 B-ch30 ev0
41,ble,30,14,NA,2465.000,2467.000,41 B-ch30 ev0
41,ble,31,42,NA,2467.000,2469.000,41 B-ch31 ev1
41,ble,31,43,NA,2467.000,2469.000,41 B-ch31 ev1
41,ble,31,44,NA,2467.000,2469.000,41 B-ch31 ev1
41,ble,31,45,NA,2467.000,2469.000,41 B-ch31 ev1
41,ble,31,46,NA,2467.000,2469.000,41 B-ch31 ev1
43,ble,35,4,NA,2475.000,2477.000,43 B-ch35 ev0
43,ble,35,5,NA,2475.000,2477.000,43 B-ch35 ev0
43,ble,35,6,NA,2475.000,2477.000,43 B-ch35 ev0
43,ble,35,7,NA,2475.000,2477.000,43 B-ch35 ev0
43,ble,35,8,NA,2475.000,2477.000,43 B-ch35 ev0
45,ble,0,18,NA,2403.000,2405.000,45 B-ch0 ev0
45,ble,0,19,NA,2403.000,2405.000,45 B-ch0 ev0
45,ble,0,20,NA,2403.000,2405.000,45 B-ch0 ev0
45,ble,0,21,NA,2403.000,2405.000,45 B-ch0 ev0
46,wifi,5,0,NA,2427.000,2447.000,46 W-ch5
46,wifi,5,1,NA,2427.000,2447.000,46 W-ch5
46,wifi,5,28,NA,2427.000,2447.000,46 W-ch5
46,wifi,5,29,NA,2427.000,2447.000,46 W-ch5
46,wifi,5,30,NA,2427.000,2447.000,46 W-ch5
46,wifi,5,31,NA,2427.000,2447.000,46 W-ch5
46,wifi,5,32,NA,2427.000,2447.000,46 W-ch5
46,wifi,5,33,NA,2427.000,2447.000,46 W-ch5
46,wifi,5,60,NA,2427.000,2447.000,46 W-ch5
46,wifi,5,61,NA,2427.000,2447.000,46 W-ch5
46,wifi,5,62,NA,2427.000,2447.000,46 W-ch5
46,wifi,5,63,NA,2427.000,2447.000,46 W-ch5
47,wifi,0,22,NA,2402.000,2422.000,47 W-ch0
47,wifi,0,23,NA,2402.000,2422.000,47 W-ch0
47,wifi,0,24,NA,2402.000,2422.000,47 W-ch0
47,wifi,0,25,NA,2402.000,2422.000,47 W-ch0
47,wifi,0,26,NA,2402.000,2422.000,47 W-ch0
47,wifi,0,27,NA,2402.000,2422.000,47 W-ch0
47,wifi,0,28,NA,2402.000,2422.000,47 W-ch0
47,wifi,0,54,NA,2402.000,2422.000,47 W-ch0
47,wifi,0,55,NA,2402.000,2422.000,47 W-ch0
47,wifi,0,56,NA,2402.000,2422.000,47 W-ch0
47,wifi,0,57,NA,2402.000,2422.000,47 W-ch0
47,wifi,0,58,NA,2402.000,2422.000,47 W-ch0
47,wifi,0,59,NA,2402.000,2422.000,47 W-ch0
47,wifi,0,60,NA,2402.000,2422.000,47 W-ch0
48,ble,24,8,NA,2453.000,2455.000,48 B-ch24 ev0
48,ble,24,9,NA,2453.000,2455.000,48 B-ch24 ev0
48,ble,24,10,NA,2453.000,2455.000,48 B-ch24 ev0
48,ble,24,11,NA,2453.000,2455.000,48 B-ch24 ev0
48,ble,24,12,NA,2453.000,2455.000,48 B-ch24 ev0
48,ble,29,40,NA,2463.000,2465.000,48 B-ch29 ev1
48,ble,29,41,NA,2463.000,2465.000,48 B-ch29 ev1
48,ble,29,42,NA,2463.000,2465.000,48 B-ch29 ev1
48,ble,29,43,NA,2463.000,2465.000,48 B-ch29 ev1
48,ble,29,44,NA,2463.000,2465.000,48 B-ch29 ev1
-2,ble_adv_idle,-1,0,64,2401.000,2403.000,BLE adv idle 2402 MHz
-2,ble_adv_idle,-1,0,64,2425.000,2427.000,BLE adv idle 2426 MHz
-2,ble_adv_idle,-1,0,64,2479.000,2481.000,BLE adv idle 2480 MHz
